City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
280,Conakry,GN,77.74,moderate rain,9.538,-13.6773,Riviera Royal Hotel
281,Along,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
282,Lazaro Cardenas,MX,86.04,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
283,Hambantota,LK,80.89,overcast clouds,8.5711,81.2335,Welcombe Hotel
284,Oistins,BB,83.03,few clouds,13.2167,-59.5167,Atlantis Hotel
285,Culasi,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
286,Yinchuan,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
287,Shubarshi,KZ,73.26,clear sky,46.844,74.9804,Family
288,Maitum,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
289,Saint-Georges,GF,82.44,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
290,Zhangjiakou,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
291,Samarai,PG,82.26,light rain,-2.5744,150.7967,Nusa Island Retreat
292,Buchanan,LR,76.96,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
293,Banjar,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
294,Catuday,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
295,Fujin,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
296,Pacific Grove,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
297,Bilma,NE,82.8,few clouds,13.3154,12.6113,ProDAF/Diffa
298,Maumere,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
299,Bhaderwah,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
300,Pandan,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
301,Kingman,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
302,Mabaruma,GY,82.87,few clouds,8.2,-59.7833,Monty Brooms Guest House
303,Yialos,GR,81.68,clear sky,35.507,27.2132,Alex
304,Bodden Town,KY,90.0,scattered clouds,19.3667,-81.4167,Calypso Cove
