City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
302,Hami,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
304,La Ronge,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
308,Hamilton,US,86.63,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
310,West Bay,KY,90.0,scattered clouds,19.3667,-81.4167,Calypso Cove
313,Gerash,IR,80.02,scattered clouds,36.6412,52.9124,مجتمع مسکونی آرامیس ۲
314,Tabas,IR,80.02,scattered clouds,36.6412,52.9124,مجتمع مسکونی آرامیس ۲
316,Marsh Harbour,BS,84.45,broken clouds,26.5412,-77.0636,Abaco Beach Resort
318,Turmero,VE,80.83,broken clouds,10.2239,-67.4729,Hotel Rey David
322,Morehead,PG,82.26,light rain,-2.5744,150.7967,Nusa Island Retreat
327,Nurota,UZ,77.09,clear sky,40.5614,65.6886,Guest House Ruslan Nurata & Tours
328,Shache,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
332,Taft,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
333,Saint George,US,86.63,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
335,Pitiquito,MX,86.04,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
336,Dunnville,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
337,Hunza,PK,80.82,clear sky,30.9236,66.4512,Niamat parda Center chaman
338,Jertih,MY,76.69,light rain,5.7336,102.4897,One Utama Hotel
340,Sawakin,SD,80.42,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
341,Raleigh,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
344,Viligili,MV,80.71,moderate rain,-0.6,73.0833,Scoop Guest House
345,North Bend,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
346,Merauke,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
347,Namibe,AO,71.6,clear sky,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
351,Amarillo,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
357,Kandrian,PG,82.26,light rain,-2.5744,150.7967,Nusa Island Retreat
359,Ixtapa,MX,86.04,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
363,Trincomalee,LK,80.89,overcast clouds,8.5711,81.2335,Welcombe Hotel
364,Mishawaka,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
368,Male,MV,80.71,moderate rain,-0.6,73.0833,Scoop Guest House
372,Moose Factory,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
373,Flin Flon,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
375,Louisbourg,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
379,Mut,TR,81.5,clear sky,37.4552,35.8157,Ortaklar Kiz Ogrenci Yurdu
380,Constitucion,MX,86.04,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
381,Takoradi,GH,72.81,overcast clouds,9.4427,-0.0099,Eyarro Lodge
382,Ishigaki,JP,80.71,broken clouds,35.1333,140.3,Katsuura Hotel Mikazuki
385,Mehriz,IR,80.02,scattered clouds,36.6412,52.9124,مجتمع مسکونی آرامیس ۲
388,Cockburn Harbour,TC,82.99,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
389,Jiaojiang,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
390,Mardin,TR,81.5,clear sky,37.4552,35.8157,Ortaklar Kiz Ogrenci Yurdu
391,Diffa,NE,82.8,few clouds,13.3154,12.6113,ProDAF/Diffa
392,Porto Novo,CV,78.39,overcast clouds,14.8961,-24.4956,Hotel Xaguate
395,Goderich,CA,82.72,clear sky,43.4668,-80.5164,Comfort Inn
398,Ewo,CG,83.68,broken clouds,-0.8725,14.8206,Residence Elonda Ewo
399,Cockburn Town,BS,84.45,broken clouds,26.5412,-77.0636,Abaco Beach Resort
403,Bontang,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
407,Crab Hill,BB,83.03,few clouds,13.2167,-59.5167,Atlantis Hotel
408,Arroyo,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
410,Chapais,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
411,Sabang,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
413,Soe,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
418,Amahai,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
419,Kuito,AO,71.6,clear sky,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
421,Hilton Head Island,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
422,Miles City,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
424,Benguela,AO,71.6,clear sky,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
425,Port Blair,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
428,Kuching,MY,76.69,light rain,5.7336,102.4897,One Utama Hotel
429,Cedar City,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
430,Bintulu,MY,76.69,light rain,5.7336,102.4897,One Utama Hotel
431,Bonavista,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
432,Taylor,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
440,Zhuhai,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
442,Nanakuli,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
443,Mendahara,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
445,Marrakesh,MA,86.07,clear sky,31.6315,-8.0083,Novotel Marrakech Hivernage
447,Pantai Remis,MY,76.69,light rain,5.7336,102.4897,One Utama Hotel
448,Marawi,SD,80.42,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
455,Korla,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
456,Muncar,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
457,Jamame,SO,74.93,scattered clouds,0.0722,42.7506,
458,Mahbubabad,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
459,Marystown,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
462,Safut,JO,81.52,clear sky,32.0336,35.8332,Amman International Hotel
463,Oyama,JP,80.71,broken clouds,35.1333,140.3,Katsuura Hotel Mikazuki
466,Fukuma,JP,80.71,broken clouds,35.1333,140.3,Katsuura Hotel Mikazuki
468,Pictou,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
471,Cozumel,MX,86.04,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
475,Yarada,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
480,Panaba,MX,86.04,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
481,Rawannawi,KI,84.07,few clouds,3.0707,172.7902,Isles Sunset Lodge
482,West Wendover,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
484,Moreira,PT,73.81,clear sky,37.7167,-25.4333,Pestana Bahia Praia
486,Rubano,IT,73.4,scattered clouds,45.4209,11.8072,Hotel Marco Effe
487,Port Hawkesbury,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
488,Omboue,GA,76.05,scattered clouds,-1.5746,9.2618,Hotel Olako
491,Artesia,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
494,Marsa Matruh,EG,89.64,dust,27.2574,33.8129,Sea Star Beau Rivage Hotel
495,Shahr-E Kord,IR,80.02,scattered clouds,36.6412,52.9124,مجتمع مسکونی آرامیس ۲
499,Sibolga,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
504,Tual,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
506,Xiangxiang,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
509,Wulanhaote,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
510,Emba,KZ,73.26,clear sky,46.844,74.9804,Family
511,Port-Gentil,GA,76.05,scattered clouds,-1.5746,9.2618,Hotel Olako
512,Haines Junction,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
514,Amuntai,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
515,Axim,GH,72.81,overcast clouds,9.4427,-0.0099,Eyarro Lodge
516,Yanan,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
517,Punta De Bombon,PE,72.82,clear sky,-7.8447,-79.1469,Balihai Bungalows
519,Salamiyah,SY,80.92,few clouds,35.0113,37.0532,Gondolas Forum grandchildren and grandparents
520,San Jose,US,86.9,haze,37.3394,-121.895,The Westin San Jose
521,Bandar-E Lengeh,IR,80.02,scattered clouds,36.6412,52.9124,مجتمع مسکونی آرامیس ۲
522,Talara,PE,72.82,clear sky,-7.8447,-79.1469,Balihai Bungalows
524,Port Moresby,PG,82.26,light rain,-2.5744,150.7967,Nusa Island Retreat
525,Sinkat,SD,80.42,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
526,Bosaso,SO,74.93,scattered clouds,0.0722,42.7506,
528,Labuhan,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
532,Moengo,SR,79.16,scattered clouds,5.6167,-54.4,Masanga
533,Tessalit,ML,88.88,scattered clouds,16.6362,1.637,
534,Clarence Town,BS,84.45,broken clouds,26.5412,-77.0636,Abaco Beach Resort
536,Danjiangkou,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
537,Kenai,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
538,Huarmey,PE,72.82,clear sky,-7.8447,-79.1469,Balihai Bungalows
539,Kendari,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
541,Dera Ghazi Khan,PK,80.82,clear sky,30.9236,66.4512,Niamat parda Center chaman
543,Antequera,ES,84.96,clear sky,37.0194,-4.5612,Hotel MM Antequera (anterior Hotel Las Villas)
544,Lebanon,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
548,Koindu,CA,82.72,clear sky,43.4668,-80.5164,Comfort Inn
549,Sheopur,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
554,Phrae,TH,71.98,overcast clouds,18.0833,100.0,Gingerbread Cottage Resort & Spa
555,Hibbing,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
557,Arlit,NE,82.8,few clouds,13.3154,12.6113,ProDAF/Diffa
558,Tabou,CI,75.79,broken clouds,4.423,-7.3528,hotêl doufoulougou
560,Macomb,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
561,Red Wing,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
562,Iracoubo,GF,82.44,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
563,Mitsamiouli,KM,76.26,clear sky,-11.3847,43.2844,Foyer ADM
564,Conakry,GN,77.74,moderate rain,9.538,-13.6773,Riviera Royal Hotel
565,Along,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
566,Lazaro Cardenas,MX,86.04,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
567,Hambantota,LK,80.89,overcast clouds,8.5711,81.2335,Welcombe Hotel
568,Oistins,BB,83.03,few clouds,13.2167,-59.5167,Atlantis Hotel
569,Culasi,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
570,Yinchuan,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
571,Shubarshi,KZ,73.26,clear sky,46.844,74.9804,Family
573,Maitum,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
574,Saint-Georges,GF,82.44,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
577,Zhangjiakou,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
580,Samarai,PG,82.26,light rain,-2.5744,150.7967,Nusa Island Retreat
581,Buchanan,LR,76.96,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
582,Banjar,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
584,Catuday,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
588,Fujin,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
589,Pacific Grove,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
591,Bilma,NE,82.8,few clouds,13.3154,12.6113,ProDAF/Diffa
592,Maumere,ID,76.6,overcast clouds,4.1363,96.1285,Kost Pria
593,Bhaderwah,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
594,Pandan,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
595,Kingman,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
596,Mabaruma,GY,82.87,few clouds,8.2,-59.7833,Monty Brooms Guest House
597,Yialos,GR,81.68,clear sky,35.507,27.2132,Alex
599,Bodden Town,KY,90.0,scattered clouds,19.3667,-81.4167,Calypso Cove
600,Alberton,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
603,Lexington,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
605,Ephrata,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
609,Kushmurun,KZ,73.26,clear sky,46.844,74.9804,Family
612,Liverpool,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
613,Jieshi,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
614,Morrope,PE,72.82,clear sky,-7.8447,-79.1469,Balihai Bungalows
616,Leua,AO,71.6,clear sky,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
618,Kuandian,CN,71.96,clear sky,40.2186,116.2197,Huachang Hotel
619,Mangan,IN,82.18,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
620,Lahaina,US,81.81,scattered clouds,19.7297,-155.09,Hilo Hawaiian Hotel
621,Cabra,PH,80.71,overcast clouds,11.4272,122.056,LS Suites
622,Pangnirtung,CA,71.51,scattered clouds,55.7435,-97.8558,Burntwood Hotel
624,Bac Lieu,VN,79.95,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
625,Fare,PF,73.96,few clouds,-23.1203,-134.9692,People ThankYou
